0.6283,25,20.906,22.35,0.1715,22.57,120.4,50.05,0.6283
13.18,25,28.625,117.4,0.50038,30.18,234.3,136.2,13.18
25.74,25,36.531,66.91,0.17086,28.13,458,244.8,25.74
38.29,25,44.391,81.03,0.21587,29.44,542.4,306.1,38.29
50.84,25,52.266,81.23,0.22474,30.2,614,357.3,50.84
63.4,25,59.984,102.2,0.23194,30.87,666.1,398.2,63.4
75.95,25,67.656,156.1,0.23575,31.41,713.4,435.6,75.95
88.5,25,75.531,237.1,0.23958,31.82,753.9,467.7,88.5
101.1,25,82.797,338.6,0.24204,32.16,794.9,499.8,101.1
113.6,25,90.25,460,0.24475,32.46,830.4,528.2,113.6
126.2,25,97.75,597.6,0.24676,32.72,867,557,126.2
138.7,25,105.34,753.4,0.24888,32.94,899.5,582.9,138.7
151.3,25,112.81,924.4,0.2505,33.12,934.1,609.3,151.3
163.8,25,120.25,1111,0.25193,33.25,968.9,635.3,163.8
176.4,25,127.95,1314,0.25321,33.34,1004,660.5,176.4
188.9,25,135.22,1531,0.25406,33.36,1040,684.9,188.9
201.5,25,142.63,1764,0.25493,33.34,1074,706.6,201.5
214,25,150.06,2012,0.25564,33.31,1109,729.2,214
226.6,25,157.45,2276,0.25624,33.19,1148,751.1,226.6
239.1,25,164.92,2553,0.25672,33.17,1184,774,239.1
251.7,25,172.13,2846,0.25681,33.21,1222,800,251.7
264.3,25,179.81,3155,0.25726,33.22,1260,825,264.3
276.8,25,187.09,3480,0.25754,33.05,1301,846.6,276.8
289.4,25,194.66,3817,0.25777,33.43,1346,888.8,289.4
301.9,25,202.06,4176,0.2588,32.6,1411,902.2,301.9
314.5,25,209.56,4538,0.25851,32.25,1453,917,314.5
327,25,217.06,4921,0.25862,32.11,1492,936.2,327
339.6,25,224.27,5321,0.25849,32.21,1526,961.4,339.6
352.1,25,231.52,5739,0.2585,32.4,1561,991.1,352.1
364.7,25,238.98,6173,0.25856,32.64,1599,1024,364.7
377.2,25,246.55,6620,0.25827,33.33,1626,1069,377.2
389.8,25,253.63,7088,0.25869,33.96,1670,1125,389.8
402.3,25,260.89,7566,0.2586,34.95,1716,1199,402.3
414.9,25,268.05,8057,0.25833,36.89,1734,1301,414.9
427.5,25,275,8576,0.25875,38.9,1801,1453,427.5
440,25,281.94,9107,0.25999,40.41,2009,1711,440
452.6,25,288.94,9628,0.26068,36.93,2240,1684,452.6
465.1,25,296.08,10130,0.25979,35.59,2394,1713,465.1
477.7,25,303.03,10680,0.26058,34.7,2664,1845,477.7
490.2,25,310.08,11220,0.26029,31.08,2860,1724,490.2
502.8,25,317.03,11760,0.25912,30.53,2946,1738,502.8
515.3,25,324.03,12370,0.25968,30.69,3133,1860,515.3
527.9,25,331.16,13000,0.26102,26.68,3482,1749,527.9
540.4,25,338.11,13540,0.25865,24.78,3470,1602,540.4
553,25,345.08,14210,0.25906,25.24,3572,1684,553
565.5,25,352.08,14890,0.25981,24.02,3798,1693,565.5
578.1,25,359.06,15560,0.26048,20.22,4129,1521,578.1
590.7,25,365.97,15690,0.25173,11.75,4293,893.1,590.7
603.2,25,372.92,15350,0.23194,10.22,3316,597.5,603.2
615.8,25,379.89,15230,0.21905,22.12,2903,1180,615.8
628.3,25,386.81,15130,0.20967,26.01,3281,1601,628.3
