0.6283,25,20.578,140.7,0.090626,12.81,1515,344.4,0.6283
13.18,25,27.89,638.5,0.3714,21.51,1631,642.6,13.18
25.74,25,35.593,302.1,0.14098,21.88,2105,845.1,25.74
38.29,25,42.922,331.7,0.15048,22.97,2279,966,38.29
50.84,25,50.625,330.9,0.15112,23.76,2432,1070,50.84
63.4,25,58.375,320.5,0.15208,24.39,2565,1163,63.4
75.95,25,66.062,301.9,0.15289,24.89,2685,1246,75.95
88.5,25,73.5,278,0.15367,25.31,2795,1322,88.5
101.1,25,80.968,253.5,0.15432,25.68,2898,1393,101.1
113.6,25,88.172,236.2,0.15497,25.99,2995,1460,113.6
126.2,25,95.718,236.6,0.1556,26.26,3085,1522,126.2
138.7,25,103.23,264.2,0.15621,26.5,3169,1580,138.7
151.3,25,110.48,320.5,0.15671,26.71,3250,1635,151.3
163.8,25,118.16,401.2,0.15724,26.89,3328,1688,163.8
176.4,25,125.51,501.3,0.15777,27.07,3401,1738,176.4
188.9,25,133.23,617.1,0.15823,27.21,3474,1786,188.9
201.5,25,140.53,747.5,0.15876,27.35,3541,1832,201.5
214,25,148.17,890.1,0.15919,27.51,3607,1879,214
226.6,25,155.36,1045,0.15969,27.6,3676,1921,226.6
239.1,25,162.63,1211,0.16009,27.71,3741,1965,239.1
251.7,25,170.13,1387,0.16042,27.82,3810,2010,251.7
264.3,25,177.61,1576,0.16075,27.94,3875,2055,264.3
276.8,25,184.92,1776,0.16127,27.95,3939,2090,276.8
289.4,25,192.16,1980,0.16125,28.15,4014,2148,289.4
301.9,25,199.51,2204,0.16205,27.92,4101,2173,301.9
314.5,25,206.75,2430,0.16205,27.86,4167,2202,314.5
327,25,213.8,2668,0.1621,27.86,4231,2236,327
339.6,25,221.31,2917,0.16218,27.88,4296,2273,339.6
352.1,25,228.51,3174,0.16213,27.95,4362,2314,352.1
364.7,25,235.72,3442,0.16216,28.02,4425,2355,364.7
377.2,25,242.81,3718,0.16201,28.21,4484,2405,377.2
389.8,25,249.92,4005,0.16191,28.41,4543,2457,389.8
402.3,25,256.88,4299,0.16185,28.67,4616,2524,402.3
414.9,25,263.95,4601,0.16154,29.14,4664,2600,414.9
427.5,25,270.98,4914,0.1614,29.88,4730,2718,427.5
440,25,277.95,5229,0.16169,31.2,4945,2994,440
452.6,25,284.92,5586,0.16349,29.76,5262,3008,452.6
465.1,25,291.86,5887,0.1627,28.69,5445,2980,465.1
477.7,25,298.78,6213,0.16271,28.26,5719,3074,477.7
490.2,25,305.67,6573,0.16318,25.94,5932,2886,490.2
502.8,25,312.63,6888,0.16157,25.41,5968,2836,502.8
515.3,25,319.52,7264,0.16163,25.54,6106,2918,515.3
527.9,25,326.44,7670,0.16273,24.18,6422,2884,527.9
540.4,25,333.36,8029,0.16187,22.22,6512,2660,540.4
553,25,340.27,8403,0.16112,22.49,6591,2729,553
565.5,25,347.23,8838,0.1619,21.86,6849,2748,565.5
578.1,25,354.14,9256,0.16244,20.06,7206,2632,578.1
590.7,25,361.02,9680,0.16319,15.7,7660,2154,590.7
603.2,25,367.95,9976,0.1588,12.02,7011,1493,603.2
615.8,25,374.92,10470,0.15752,15.8,6286,1778,615.8
628.3,25,381.88,11120,0.16077,20.4,6601,2455,628.3
